id,employee_name,salary_rice_kg,allowance_value_idr
40955,Sri Prasetyo,30,450000
40956,Mega Mulyani,10,150000
40957,Hadi Utami,20,300000
40958,Hadi Dani,20,300000
40959,Siti Santoso,20,300000
40960,Sri Mulyani,20,300000
40961,Siti Utami,20,300000
40962,Dewi Rahma,15,225000
40963,Mega Prasetyo,10,150000
40964,Ahmad Dani,10,150000
40965,Rini Dani,25,375000
40966,Sri Mulyani,25,375000
40967,Hadi Utami,30,450000
40968,Andi Kusuma,15,225000
40969,Siti Mulyani,15,225000
40970,Ahmad Prasetyo,10,150000
40971,Ahmad Mulyani,15,225000
40972,Siti Wijaya,25,375000
40973,Dewi Utami,20,300000
40974,Sri Prasetyo,25,375000
40975,Mega Mulyani,25,375000
40976,Budi Wijaya,20,300000
40977,Mega Utami,15,225000
40978,Mega Santoso,10,150000
40979,Rini Santoso,15,225000
40980,Rini Prasetyo,20,300000
40981,Mega Utami,15,225000
40982,Hadi Rahma,25,375000
40983,Eko Mulyani,20,300000
40984,Andi Lestari,10,150000
40985,Budi Rahma,25,375000
40986,Sri Dani,15,225000
40987,Mega Mulyani,15,225000
40988,Sri Kusuma,20,300000
40989,Rini Lestari,10,150000
40990,Hadi Santoso,25,375000
40991,Ahmad Prasetyo,10,150000
40992,Andi Santoso,15,225000
40993,Eko Lestari,30,450000
40994,Hadi Rahma,30,450000
40995,Rini Kusuma,20,300000
40996,Mega Setiawan,15,225000
40997,Sri Rahma,30,450000
40998,Mega Lestari,20,300000
40999,Siti Wijaya,20,300000
41000,Eko Lestari,30,450000
41001,Budi Utami,30,450000
41002,Ahmad Dani,25,375000
41003,Siti Mulyani,25,375000
41004,Ahmad Utami,20,300000
41005,Rini Dani,30,450000
41006,Dewi Rahma,10,150000
41007,Mega Santoso,15,225000
41008,Eko Dani,30,450000
41009,Dewi Setiawan,30,450000
41010,Andi Dani,25,375000
41011,Siti Santoso,30,450000
41012,Hadi Dani,10,150000
41013,Rini Setiawan,25,375000
41014,Dewi Rahma,15,225000
41015,Dewi Santoso,10,150000
41016,Hadi Setiawan,20,300000
41017,Eko Rahma,10,150000
41018,Mega Wijaya,20,300000
41019,Mega Kusuma,20,300000
41020,Andi Rahma,25,375000
41021,Eko Kusuma,25,375000
41022,Siti Wijaya,20,300000
41023,Andi Dani,10,150000
41024,Andi Utami,10,150000
41025,Eko Rahma,30,450000
41026,Sri Rahma,25,375000
41027,Ahmad Lestari,30,450000
41028,Eko Setiawan,10,150000
41029,Sri Kusuma,25,375000
41030,Ahmad Setiawan,10,150000
41031,Siti Mulyani,30,450000
41032,Sri Lestari,10,150000
41033,Hadi Santoso,15,225000
41034,Siti Dani,25,375000
41035,Hadi Kusuma,20,300000
41036,Ahmad Lestari,30,450000
41037,Siti Setiawan,30,450000
41038,Mega Kusuma,25,375000
41039,Andi Prasetyo,20,300000
41040,Ahmad Kusuma,30,450000
41041,Andi Lestari,10,150000
41042,Budi Prasetyo,20,300000
41043,Rini Prasetyo,20,300000
41044,Sri Setiawan,20,300000
41045,Rini Wijaya,10,150000
41046,Sri Mulyani,30,450000
41047,Andi Wijaya,30,450000
41048,Andi Rahma,20,300000
41049,Andi Lestari,15,225000
41050,Eko Lestari,30,450000
41051,Siti Lestari,20,300000
41052,Rini Kusuma,30,450000
41053,Ahmad Rahma,10,150000
41054,Eko Rahma,15,225000
41055,Mega Santoso,25,375000
41056,Ahmad Lestari,30,450000
41057,Rini Wijaya,25,375000
41058,Mega Rahma,20,300000
41059,Rini Setiawan,10,150000
41060,Hadi Setiawan,10,150000
41061,Sri Prasetyo,10,150000
41062,Sri Kusuma,20,300000
41063,Sri Prasetyo,25,375000
41064,Hadi Prasetyo,15,225000
41065,Ahmad Lestari,25,375000
41066,Ahmad Lestari,30,450000
41067,Mega Wijaya,25,375000
41068,Rini Lestari,20,300000
41069,Dewi Lestari,30,450000
41070,Siti Prasetyo,20,300000
41071,Rini Rahma,15,225000
41072,Sri Prasetyo,25,375000
41073,Sri Dani,15,225000
41074,Eko Lestari,15,225000
41075,Hadi Mulyani,10,150000
41076,Andi Dani,15,225000
41077,Budi Setiawan,20,300000
41078,Dewi Dani,20,300000
41079,Andi Wijaya,25,375000
41080,Eko Rahma,30,450000
41081,Mega Santoso,20,300000
41082,Andi Setiawan,10,150000
41083,Budi Dani,25,375000
41084,Eko Dani,15,225000
41085,Rini Kusuma,15,225000
41086,Budi Dani,25,375000
41087,Sri Dani,25,375000
41088,Dewi Kusuma,20,300000
41089,Eko Mulyani,30,450000
41090,Eko Santoso,25,375000
41091,Rini Setiawan,15,225000
41092,Siti Dani,20,300000
41093,Mega Setiawan,10,150000
41094,Ahmad Kusuma,30,450000
41095,Sri Wijaya,30,450000
41096,Budi Prasetyo,15,225000
41097,Mega Mulyani,10,150000
41098,Rini Mulyani,20,300000
41099,Budi Santoso,20,300000
41100,Rini Dani,10,150000
41101,Siti Utami,10,150000
41102,Dewi Rahma,10,150000
41103,Ahmad Utami,30,450000
41104,Eko Santoso,15,225000
41105,Siti Kusuma,25,375000
41106,Sri Mulyani,30,450000
41107,Budi Kusuma,30,450000
41108,Hadi Rahma,10,150000
41109,Mega Dani,20,300000
41110,Rini Mulyani,20,300000
41111,Siti Mulyani,20,300000
41112,Sri Mulyani,30,450000
41113,Hadi Lestari,20,300000
41114,Sri Santoso,30,450000
41115,Eko Kusuma,25,375000
41116,Rini Santoso,30,450000
41117,Eko Rahma,15,225000
41118,Sri Wijaya,25,375000
41119,Dewi Kusuma,15,225000
41120,Eko Mulyani,10,150000
41121,Budi Rahma,10,150000
41122,Eko Mulyani,25,375000
41123,Siti Rahma,30,450000
41124,Siti Setiawan,30,450000
41125,Rini Mulyani,15,225000
41126,Siti Setiawan,25,375000
41127,Mega Santoso,20,300000
41128,Hadi Santoso,25,375000
41129,Rini Prasetyo,10,150000
41130,Siti Wijaya,25,375000
41131,Budi Santoso,30,450000
41132,Ahmad Mulyani,30,450000
41133,Mega Rahma,25,375000
41134,Andi Santoso,15,225000
41135,Siti Setiawan,25,375000
41136,Sri Rahma,30,450000
41137,Siti Rahma,15,225000
41138,Dewi Wijaya,30,450000
41139,Siti Wijaya,30,450000
41140,Mega Rahma,10,150000
41141,Sri Kusuma,20,300000
41142,Dewi Wijaya,15,225000
41143,Andi Prasetyo,15,225000
41144,Dewi Utami,15,225000
41145,Ahmad Prasetyo,20,300000
41146,Mega Mulyani,20,300000
41147,Rini Dani,15,225000
41148,Budi Mulyani,30,450000
41149,Budi Lestari,25,375000
41150,Eko Mulyani,20,300000
41151,Dewi Setiawan,20,300000
41152,Sri Prasetyo,30,450000
41153,Budi Dani,10,150000
41154,Mega Prasetyo,10,150000
41155,Hadi Utami,30,450000
41156,Mega Setiawan,30,450000
41157,Mega Rahma,20,300000
41158,Eko Kusuma,10,150000
41159,Budi Santoso,15,225000
41160,Dewi Mulyani,25,375000
41161,Budi Prasetyo,15,225000
41162,Rini Wijaya,15,225000
41163,Ahmad Santoso,25,375000
41164,Hadi Dani,15,225000
41165,Andi Prasetyo,15,225000
41166,Siti Wijaya,25,375000
41167,Rini Dani,30,450000
41168,Dewi Wijaya,30,450000
41169,Budi Mulyani,25,375000
41170,Mega Lestari,20,300000
41171,Rini Mulyani,10,150000
41172,Ahmad Setiawan,20,300000
41173,Rini Santoso,20,300000
41174,Siti Kusuma,10,150000
41175,Andi Wijaya,15,225000
41176,Siti Kusuma,10,150000
41177,Hadi Lestari,25,375000
41178,Sri Kusuma,25,375000
41179,Sri Wijaya,15,225000
41180,Dewi Prasetyo,15,225000
41181,Dewi Prasetyo,20,300000
41182,Andi Santoso,25,375000
41183,Siti Setiawan,10,150000
41184,Sri Santoso,15,225000
41185,Eko Wijaya,10,150000
41186,Hadi Prasetyo,10,150000
41187,Hadi Mulyani,10,150000
41188,Eko Wijaya,20,300000
41189,Hadi Utami,25,375000
41190,Andi Rahma,10,150000
41191,Sri Wijaya,25,375000
41192,Rini Utami,15,225000
41193,Budi Lestari,15,225000
41194,Rini Setiawan,20,300000
41195,Mega Wijaya,10,150000
41196,Budi Prasetyo,10,150000
41197,Hadi Utami,15,225000
41198,Mega Mulyani,20,300000
41199,Sri Rahma,15,225000
41200,Mega Kusuma,30,450000
41201,Rini Kusuma,25,375000
41202,Andi Rahma,25,375000
41203,Sri Setiawan,15,225000
41204,Rini Wijaya,25,375000
41205,Eko Prasetyo,15,225000
41206,Budi Utami,10,150000
41207,Budi Kusuma,15,225000
41208,Sri Utami,20,300000
41209,Eko Santoso,20,300000
41210,Mega Utami,10,150000
41211,Rini Santoso,30,450000
41212,Eko Dani,15,225000
41213,Siti Santoso,15,225000
41214,Sri Utami,15,225000
41215,Mega Santoso,30,450000
41216,Hadi Dani,20,300000
41217,Eko Wijaya,30,450000
41218,Siti Kusuma,30,450000
41219,Mega Prasetyo,15,225000
41220,Dewi Dani,20,300000
41221,Sri Santoso,15,225000
41222,Siti Dani,10,150000
41223,Sri Rahma,15,225000
41224,Budi Setiawan,25,375000
41225,Ahmad Lestari,30,450000
41226,Dewi Lestari,25,375000
41227,Mega Mulyani,20,300000
41228,Eko Wijaya,20,300000
41229,Rini Wijaya,25,375000
41230,Dewi Prasetyo,10,150000
41231,Rini Utami,25,375000
41232,Sri Utami,20,300000
41233,Eko Santoso,20,300000
41234,Mega Prasetyo,10,150000
41235,Siti Santoso,25,375000
41236,Hadi Lestari,30,450000
41237,Budi Santoso,25,375000
41238,Budi Dani,20,300000
41239,Eko Wijaya,10,150000
41240,Sri Rahma,30,450000
41241,Rini Dani,20,300000
41242,Dewi Setiawan,20,300000
41243,Sri Mulyani,25,375000
41244,Eko Prasetyo,20,300000
41245,Eko Kusuma,20,300000
41246,Eko Setiawan,15,225000
41247,Ahmad Mulyani,15,225000
41248,Rini Wijaya,10,150000
41249,Mega Mulyani,25,375000
41250,Ahmad Setiawan,20,300000
41251,Andi Kusuma,30,450000
41252,Dewi Setiawan,20,300000
41253,Sri Setiawan,30,450000
41254,Hadi Mulyani,25,375000
41255,Sri Dani,20,300000
41256,Sri Mulyani,25,375000
41257,Eko Utami,15,225000
41258,Dewi Dani,25,375000
41259,Rini Setiawan,30,450000
41260,Eko Prasetyo,15,225000
41261,Sri Prasetyo,20,300000
41262,Mega Santoso,20,300000
41263,Eko Rahma,10,150000
41264,Dewi Setiawan,10,150000
41265,Dewi Kusuma,15,225000
41266,Budi Utami,25,375000
41267,Andi Santoso,10,150000
41268,Dewi Santoso,30,450000
41269,Budi Mulyani,30,450000
41270,Rini Kusuma,10,150000
41271,Mega Santoso,15,225000
41272,Eko Kusuma,20,300000
41273,Mega Rahma,25,375000
41274,Dewi Rahma,15,225000
41275,Mega Santoso,15,225000
41276,Andi Wijaya,25,375000
41277,Ahmad Prasetyo,20,300000
41278,Andi Dani,10,150000
41279,Mega Mulyani,25,375000
41280,Rini Prasetyo,20,300000
41281,Budi Prasetyo,30,450000
41282,Eko Wijaya,10,150000
41283,Rini Rahma,25,375000
41284,Rini Dani,30,450000
41285,Rini Kusuma,30,450000
41286,Budi Kusuma,15,225000
41287,Mega Santoso,15,225000
41288,Eko Prasetyo,20,300000
41289,Dewi Lestari,30,450000
41290,Budi Lestari,15,225000
41291,Ahmad Setiawan,30,450000
41292,Ahmad Santoso,25,375000
41293,Mega Rahma,25,375000
41294,Mega Dani,30,450000
41295,Dewi Santoso,20,300000
41296,Ahmad Santoso,15,225000
41297,Siti Kusuma,25,375000
41298,Mega Dani,10,150000
41299,Ahmad Dani,25,375000
41300,Mega Prasetyo,10,150000
41301,Siti Santoso,25,375000
41302,Dewi Prasetyo,15,225000
41303,Mega Wijaya,25,375000
41304,Eko Rahma,10,150000
41305,Hadi Mulyani,10,150000
41306,Budi Prasetyo,30,450000
41307,Mega Lestari,20,300000
41308,Mega Rahma,10,150000
41309,Dewi Dani,10,150000
41310,Eko Kusuma,20,300000
41311,Mega Lestari,15,225000
41312,Andi Mulyani,30,450000
41313,Budi Utami,10,150000
41314,Mega Rahma,10,150000
41315,Eko Mulyani,25,375000
41316,Dewi Kusuma,15,225000
41317,Sri Lestari,30,450000
41318,Ahmad Dani,15,225000
41319,Siti Mulyani,30,450000
41320,Hadi Setiawan,25,375000
41321,Mega Utami,20,300000
41322,Budi Rahma,30,450000
41323,Andi Lestari,20,300000
41324,Hadi Mulyani,30,450000
41325,Eko Prasetyo,30,450000
41326,Eko Utami,10,150000
41327,Ahmad Rahma,20,300000
41328,Rini Rahma,30,450000
41329,Siti Prasetyo,15,225000
41330,Mega Mulyani,25,375000
41331,Rini Kusuma,15,225000
41332,Hadi Rahma,25,375000
41333,Hadi Utami,15,225000
41334,Eko Lestari,20,300000
41335,Ahmad Dani,25,375000
41336,Budi Lestari,10,150000
41337,Andi Prasetyo,10,150000
41338,Mega Kusuma,15,225000
41339,Rini Setiawan,10,150000
41340,Andi Lestari,30,450000
41341,Sri Wijaya,20,300000
41342,Dewi Dani,10,150000
41343,Rini Mulyani,20,300000
41344,Budi Mulyani,30,450000
41345,Ahmad Mulyani,20,300000
41346,Rini Rahma,10,150000
41347,Siti Setiawan,30,450000
41348,Dewi Setiawan,15,225000
41349,Eko Lestari,20,300000
41350,Hadi Rahma,10,150000
41351,Dewi Wijaya,10,150000
41352,Ahmad Utami,30,450000
41353,Hadi Wijaya,20,300000
41354,Sri Rahma,30,450000
41355,Budi Mulyani,10,150000
41356,Sri Kusuma,25,375000
41357,Budi Santoso,30,450000
41358,Rini Dani,20,300000
41359,Hadi Utami,25,375000
41360,Sri Mulyani,20,300000
41361,Hadi Kusuma,20,300000
41362,Mega Dani,30,450000
41363,Rini Kusuma,30,450000
41364,Hadi Mulyani,15,225000
41365,Andi Dani,20,300000
41366,Eko Lestari,25,375000
41367,Siti Rahma,10,150000
41368,Siti Lestari,15,225000
41369,Mega Setiawan,10,150000
41370,Andi Lestari,10,150000
41371,Rini Rahma,10,150000
41372,Sri Setiawan,30,450000
41373,Sri Rahma,25,375000
41374,Dewi Kusuma,20,300000
41375,Eko Prasetyo,15,225000
41376,Eko Prasetyo,10,150000
41377,Dewi Santoso,25,375000
41378,Ahmad Lestari,25,375000
41379,Andi Santoso,10,150000
41380,Hadi Rahma,25,375000
41381,Budi Utami,15,225000
41382,Sri Rahma,15,225000
41383,Rini Mulyani,10,150000
41384,Ahmad Rahma,25,375000
41385,Dewi Prasetyo,25,375000
41386,Budi Kusuma,20,300000
41387,Siti Utami,15,225000
41388,Budi Utami,20,300000
41389,Siti Kusuma,30,450000
41390,Eko Mulyani,25,375000
41391,Budi Mulyani,15,225000
41392,Sri Dani,15,225000
41393,Andi Mulyani,10,150000
41394,Sri Wijaya,30,450000
41395,Rini Prasetyo,20,300000
41396,Mega Santoso,25,375000
41397,Siti Rahma,30,450000
41398,Andi Santoso,30,450000
41399,Eko Kusuma,15,225000
41400,Siti Rahma,15,225000
41401,Siti Wijaya,15,225000
41402,Eko Setiawan,30,450000
41403,Mega Rahma,20,300000
41404,Dewi Prasetyo,25,375000
41405,Andi Dani,20,300000
41406,Sri Wijaya,10,150000
41407,Budi Utami,20,300000
41408,Siti Rahma,25,375000
41409,Mega Prasetyo,30,450000
41410,Mega Utami,15,225000
41411,Budi Mulyani,10,150000
41412,Budi Mulyani,10,150000
41413,Budi Lestari,25,375000
41414,Hadi Prasetyo,20,300000
41415,Andi Rahma,25,375000
41416,Budi Prasetyo,15,225000
41417,Ahmad Prasetyo,20,300000
41418,Siti Kusuma,25,375000
41419,Hadi Mulyani,15,225000
41420,Sri Kusuma,10,150000
41421,Eko Lestari,15,225000
41422,Sri Utami,10,150000
41423,Hadi Wijaya,10,150000
41424,Eko Wijaya,15,225000
41425,Andi Prasetyo,10,150000
41426,Dewi Utami,15,225000
41427,Siti Dani,25,375000
41428,Rini Santoso,20,300000
41429,Ahmad Utami,20,300000
41430,Ahmad Utami,10,150000
41431,Eko Setiawan,20,300000
41432,Siti Dani,15,225000
41433,Mega Setiawan,15,225000
41434,Andi Utami,25,375000
41435,Andi Mulyani,30,450000
41436,Dewi Setiawan,20,300000
41437,Siti Rahma,30,450000
41438,Hadi Prasetyo,25,375000
41439,Budi Mulyani,15,225000
41440,Mega Wijaya,15,225000
41441,Budi Wijaya,15,225000
41442,Dewi Setiawan,30,450000
41443,Eko Santoso,15,225000
41444,Ahmad Prasetyo,25,375000
41445,Sri Lestari,30,450000
41446,Ahmad Wijaya,30,450000
41447,Andi Kusuma,15,225000
41448,Rini Prasetyo,20,300000
41449,Mega Rahma,25,375000
41450,Sri Wijaya,10,150000
41451,Mega Wijaya,20,300000
41452,Andi Utami,15,225000
41453,Sri Kusuma,20,300000
41454,Siti Wijaya,30,450000
41455,Andi Dani,30,450000
41456,Rini Kusuma,15,225000
41457,Dewi Lestari,15,225000
41458,Siti Kusuma,25,375000
41459,Eko Dani,25,375000
41460,Dewi Setiawan,15,225000
41461,Ahmad Utami,15,225000
41462,Siti Setiawan,10,150000
41463,Sri Rahma,15,225000
41464,Hadi Mulyani,25,375000
41465,Rini Rahma,10,150000
41466,Andi Setiawan,20,300000
41467,Budi Dani,20,300000
41468,Dewi Dani,25,375000
41469,Siti Wijaya,20,300000
41470,Rini Kusuma,15,225000
41471,Budi Dani,25,375000
41472,Andi Rahma,30,450000
41473,Eko Setiawan,15,225000
41474,Mega Rahma,20,300000
41475,Dewi Utami,15,225000
41476,Budi Santoso,15,225000
41477,Eko Dani,25,375000
41478,Dewi Setiawan,30,450000
41479,Hadi Mulyani,25,375000
41480,Eko Mulyani,30,450000
41481,Eko Setiawan,30,450000
41482,Sri Rahma,15,225000
41483,Andi Wijaya,25,375000
41484,Mega Setiawan,25,375000
41485,Hadi Prasetyo,15,225000
41486,Hadi Wijaya,25,375000
41487,Ahmad Lestari,30,450000
41488,Sri Setiawan,20,300000
41489,Eko Santoso,10,150000
41490,Mega Setiawan,30,450000
41491,Sri Setiawan,25,375000
41492,Ahmad Prasetyo,20,300000
41493,Hadi Santoso,10,150000
41494,Andi Dani,25,375000
41495,Andi Setiawan,10,150000
41496,Eko Mulyani,20,300000
41497,Eko Kusuma,30,450000
41498,Ahmad Lestari,15,225000
41499,Andi Rahma,15,225000
41500,Dewi Prasetyo,25,375000
41501,Hadi Dani,15,225000
41502,Siti Prasetyo,10,150000
41503,Eko Kusuma,10,150000
41504,Hadi Setiawan,25,375000
41505,Dewi Dani,20,300000
41506,Eko Wijaya,10,150000
41507,Andi Lestari,20,300000
41508,Sri Wijaya,10,150000
41509,Andi Lestari,10,150000
41510,Sri Utami,25,375000
41511,Rini Kusuma,25,375000
41512,Budi Wijaya,10,150000
41513,Budi Utami,25,375000
41514,Andi Santoso,25,375000
41515,Rini Santoso,25,375000
41516,Siti Dani,10,150000
41517,Andi Utami,20,300000
41518,Sri Kusuma,30,450000
41519,Rini Utami,25,375000
41520,Dewi Prasetyo,30,450000
41521,Andi Dani,15,225000
41522,Siti Santoso,25,375000
41523,Hadi Dani,30,450000
41524,Dewi Lestari,15,225000
41525,Andi Dani,10,150000
41526,Ahmad Santoso,30,450000
41527,Rini Utami,25,375000
41528,Rini Rahma,30,450000
41529,Mega Mulyani,10,150000
41530,Hadi Prasetyo,30,450000
41531,Rini Kusuma,10,150000
41532,Budi Santoso,20,300000
41533,Sri Prasetyo,20,300000
41534,Hadi Wijaya,20,300000
41535,Budi Prasetyo,25,375000
41536,Eko Santoso,25,375000
41537,Ahmad Prasetyo,15,225000
41538,Sri Dani,20,300000
41539,Andi Prasetyo,15,225000
41540,Eko Utami,15,225000
41541,Eko Setiawan,25,375000
41542,Sri Dani,25,375000
41543,Dewi Mulyani,20,300000
41544,Rini Kusuma,30,450000
41545,Siti Wijaya,25,375000
41546,Ahmad Mulyani,30,450000
41547,Ahmad Prasetyo,20,300000
41548,Andi Prasetyo,25,375000
41549,Mega Rahma,30,450000
41550,Sri Dani,25,375000
41551,Dewi Kusuma,30,450000
41552,Andi Dani,30,450000
41553,Mega Utami,25,375000
41554,Rini Prasetyo,10,150000
41555,Mega Utami,20,300000
41556,Mega Rahma,15,225000
41557,Ahmad Santoso,30,450000
41558,Ahmad Setiawan,20,300000
41559,Mega Rahma,30,450000
41560,Mega Setiawan,20,300000
41561,Rini Dani,20,300000
41562,Siti Dani,20,300000
41563,Hadi Lestari,15,225000
41564,Rini Dani,30,450000
41565,Siti Dani,15,225000
41566,Rini Santoso,30,450000
41567,Dewi Prasetyo,30,450000
41568,Andi Santoso,10,150000
41569,Dewi Rahma,15,225000
41570,Ahmad Dani,10,150000
41571,Ahmad Setiawan,10,150000
41572,Sri Dani,15,225000
41573,Ahmad Kusuma,25,375000
41574,Andi Lestari,30,450000
41575,Ahmad Dani,25,375000
41576,Siti Mulyani,15,225000
41577,Dewi Dani,15,225000
41578,Andi Dani,30,450000
41579,Sri Prasetyo,25,375000
41580,Ahmad Kusuma,20,300000
41581,Rini Santoso,10,150000
41582,Ahmad Mulyani,10,150000
41583,Rini Lestari,30,450000
41584,Ahmad Prasetyo,25,375000
41585,Rini Santoso,10,150000
41586,Ahmad Rahma,20,300000
41587,Budi Setiawan,10,150000
41588,Mega Wijaya,20,300000
41589,Mega Prasetyo,25,375000
41590,Mega Dani,20,300000
41591,Mega Lestari,15,225000
41592,Rini Utami,15,225000
41593,Hadi Utami,10,150000
41594,Hadi Mulyani,15,225000
41595,Andi Santoso,20,300000
41596,Mega Utami,20,300000
41597,Budi Kusuma,10,150000
41598,Dewi Dani,30,450000
41599,Siti Rahma,10,150000
41600,Hadi Prasetyo,30,450000
41601,Ahmad Mulyani,10,150000
41602,Siti Lestari,25,375000
41603,Rini Setiawan,30,450000
41604,Andi Wijaya,25,375000
41605,Ahmad Dani,15,225000
41606,Andi Kusuma,15,225000
41607,Hadi Dani,20,300000
41608,Rini Prasetyo,20,300000
41609,Rini Lestari,25,375000
41610,Andi Mulyani,30,450000
41611,Siti Utami,20,300000
41612,Andi Rahma,15,225000
41613,Budi Utami,20,300000
41614,Siti Setiawan,20,300000
41615,Hadi Lestari,25,375000
41616,Sri Mulyani,10,150000
41617,Rini Santoso,10,150000
41618,Ahmad Dani,15,225000
41619,Budi Dani,10,150000
41620,Mega Setiawan,15,225000
41621,Sri Utami,20,300000
41622,Ahmad Santoso,30,450000
41623,Sri Kusuma,15,225000
41624,Ahmad Kusuma,15,225000
41625,Hadi Lestari,10,150000
41626,Budi Rahma,15,225000
41627,Mega Mulyani,25,375000
41628,Ahmad Utami,20,300000
41629,Sri Dani,15,225000
41630,Eko Dani,30,450000
41631,Ahmad Mulyani,20,300000
41632,Rini Wijaya,15,225000
41633,Siti Rahma,20,300000
41634,Andi Setiawan,25,375000
41635,Eko Mulyani,25,375000
41636,Andi Rahma,10,150000
41637,Budi Santoso,20,300000
41638,Rini Utami,20,300000
41639,Eko Kusuma,15,225000
41640,Eko Prasetyo,30,450000
41641,Eko Santoso,30,450000
41642,Budi Setiawan,25,375000
41643,Mega Kusuma,10,150000
41644,Ahmad Kusuma,25,375000
41645,Budi Prasetyo,30,450000
41646,Andi Setiawan,30,450000
41647,Budi Prasetyo,30,450000
41648,Budi Kusuma,10,150000
41649,Sri Utami,25,375000
41650,Siti Mulyani,10,150000
41651,Eko Wijaya,30,450000
41652,Budi Mulyani,15,225000
41653,Ahmad Dani,25,375000
41654,Mega Lestari,20,300000
41655,Hadi Lestari,10,150000
41656,Hadi Wijaya,25,375000
41657,Eko Prasetyo,30,450000
41658,Siti Lestari,30,450000
41659,Sri Mulyani,15,225000
41660,Hadi Prasetyo,25,375000
41661,Sri Setiawan,30,450000
41662,Hadi Setiawan,25,375000
41663,Siti Setiawan,20,300000
41664,Mega Lestari,30,450000
41665,Andi Rahma,20,300000
41666,Rini Rahma,20,300000
41667,Ahmad Setiawan,30,450000
41668,Eko Prasetyo,25,375000
41669,Ahmad Wijaya,15,225000
41670,Mega Prasetyo,20,300000
41671,Rini Setiawan,25,375000
41672,Siti Rahma,25,375000
41673,Sri Dani,10,150000
41674,Rini Lestari,10,150000
41675,Sri Lestari,30,450000
41676,Mega Wijaya,25,375000
41677,Andi Rahma,30,450000
41678,Budi Prasetyo,10,150000
41679,Siti Mulyani,15,225000
41680,Andi Lestari,25,375000
41681,Sri Mulyani,30,450000
41682,Siti Rahma,15,225000
41683,Andi Wijaya,10,150000
41684,Eko Prasetyo,10,150000
41685,Andi Prasetyo,15,225000
41686,Siti Utami,10,150000
41687,Ahmad Utami,20,300000
41688,Mega Santoso,25,375000
41689,Mega Utami,20,300000
41690,Hadi Lestari,30,450000
41691,Dewi Setiawan,10,150000
41692,Dewi Rahma,15,225000
41693,Dewi Lestari,30,450000
41694,Eko Kusuma,25,375000
41695,Ahmad Prasetyo,10,150000
41696,Eko Rahma,20,300000
41697,Hadi Utami,25,375000
41698,Budi Kusuma,30,450000
41699,Hadi Prasetyo,25,375000
41700,Hadi Utami,25,375000
41701,Eko Prasetyo,25,375000
41702,Hadi Kusuma,30,450000
41703,Hadi Prasetyo,30,450000
41704,Mega Mulyani,20,300000
41705,Hadi Mulyani,10,150000
41706,Eko Wijaya,20,300000
41707,Budi Dani,30,450000
41708,Mega Dani,20,300000
41709,Budi Dani,15,225000
41710,Andi Santoso,15,225000
41711,Andi Lestari,30,450000
41712,Siti Lestari,20,300000
41713,Budi Wijaya,10,150000
41714,Sri Utami,15,225000
41715,Mega Rahma,10,150000
41716,Budi Kusuma,30,450000
41717,Ahmad Rahma,25,375000
41718,Andi Santoso,15,225000
41719,Ahmad Santoso,15,225000
41720,Eko Prasetyo,10,150000
41721,Rini Setiawan,30,450000
41722,Budi Prasetyo,15,225000
41723,Andi Rahma,30,450000
41724,Hadi Dani,10,150000
41725,Hadi Mulyani,30,450000
41726,Hadi Lestari,10,150000
41727,Rini Lestari,30,450000
41728,Budi Utami,20,300000
41729,Rini Santoso,15,225000
41730,Dewi Kusuma,15,225000
41731,Eko Wijaya,20,300000
41732,Dewi Lestari,25,375000
41733,Ahmad Mulyani,15,225000
41734,Mega Wijaya,30,450000
41735,Budi Kusuma,10,150000
41736,Hadi Rahma,30,450000
41737,Rini Setiawan,15,225000
41738,Ahmad Rahma,20,300000
41739,Hadi Santoso,15,225000
41740,Budi Wijaya,20,300000
41741,Andi Mulyani,30,450000
41742,Andi Wijaya,20,300000
41743,Eko Mulyani,20,300000
41744,Dewi Lestari,20,300000
41745,Hadi Mulyani,25,375000
41746,Dewi Rahma,30,450000
41747,Dewi Santoso,15,225000
41748,Eko Rahma,10,150000
41749,Andi Setiawan,25,375000
41750,Budi Wijaya,30,450000
41751,Siti Dani,30,450000
41752,Eko Wijaya,20,300000
41753,Budi Rahma,15,225000
41754,Budi Utami,30,450000
41755,Siti Kusuma,30,450000
41756,Ahmad Dani,25,375000
41757,Mega Utami,25,375000
41758,Siti Wijaya,10,150000
41759,Budi Santoso,30,450000
41760,Ahmad Lestari,10,150000
41761,Hadi Utami,30,450000
41762,Eko Rahma,15,225000
41763,Sri Utami,15,225000
41764,Andi Wijaya,30,450000
41765,Rini Prasetyo,15,225000
41766,Mega Utami,15,225000
41767,Budi Lestari,20,300000
41768,Rini Rahma,15,225000
41769,Hadi Santoso,15,225000
41770,Budi Setiawan,30,450000
41771,Rini Wijaya,25,375000
41772,Hadi Rahma,10,150000
41773,Sri Mulyani,20,300000
41774,Dewi Santoso,10,150000
41775,Sri Setiawan,25,375000
41776,Ahmad Utami,15,225000
41777,Mega Wijaya,20,300000
41778,Eko Santoso,10,150000
41779,Siti Utami,10,150000
41780,Rini Utami,30,450000
41781,Dewi Wijaya,10,150000
41782,Eko Rahma,20,300000
41783,Mega Santoso,25,375000
41784,Rini Kusuma,30,450000
41785,Siti Dani,25,375000
41786,Budi Rahma,30,450000
41787,Andi Kusuma,10,150000
